id,album,name,artist,explicit,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature
7FaY3Ic3zkJyHMJusXKpXV,High Hopes (JØRD Remix),High Hopes (JØRD Remix),"Quails, JØRD",False,19,0.731,0.652,9,-8.086,0,0.0434,0.0155,0.0328,0.0938,0.141,121.971,audio_features,spotify:track:7FaY3Ic3zkJyHMJusXKpXV,https://api.spotify.com/v1/tracks/7FaY3Ic3zkJyHMJusXKpXV,https://api.spotify.com/v1/audio-analysis/7FaY3Ic3zkJyHMJusXKpXV,3.2131166666666666,4
7xhOm9p7kYZpGgMKJNQY0v,Freak Like Me (DJ Deeon vs. Lee Walker Remix),Freak Like Me - DJ Deeon vs. Lee Walker Remix,"Lee Walker, DJ Deeon",False,44,0.89,0.821,9,-8.802,1,0.181,0.00543,0.0504,0.0546,0.571,123.002,audio_features,spotify:track:7xhOm9p7kYZpGgMKJNQY0v,https://api.spotify.com/v1/tracks/7xhOm9p7kYZpGgMKJNQY0v,https://api.spotify.com/v1/audio-analysis/7xhOm9p7kYZpGgMKJNQY0v,5.77955,4
2K0uZFmADV2hpSvJITvGoL,Aiguilhe,Aiguilhe,Joris Delacroix,False,61,0.687,0.892,4,-7.473,0,0.0613,0.205,0.814,0.0636,0.197,123.026,audio_features,spotify:track:2K0uZFmADV2hpSvJITvGoL,https://api.spotify.com/v1/tracks/2K0uZFmADV2hpSvJITvGoL,https://api.spotify.com/v1/audio-analysis/2K0uZFmADV2hpSvJITvGoL,4.821133333333333,4
1IbNYr8ByXsgwGbmOxLBXP,Friends,Friends,Solomun,False,56,0.82,0.505,8,-9.832,1,0.0356,0.0068,0.591,0.128,0.555,119.992,audio_features,spotify:track:1IbNYr8ByXsgwGbmOxLBXP,https://api.spotify.com/v1/tracks/1IbNYr8ByXsgwGbmOxLBXP,https://api.spotify.com/v1/audio-analysis/1IbNYr8ByXsgwGbmOxLBXP,9.120733333333334,4
6kckNpuM5oXZrObLExRg6d,Brightest Lights,Road,"Lane 8, Arctic Lake",False,67,0.689,0.514,11,-12.803,1,0.0383,0.512,0.449,0.0952,0.0963,121.985,audio_features,spotify:track:6kckNpuM5oXZrObLExRg6d,https://api.spotify.com/v1/tracks/6kckNpuM5oXZrObLExRg6d,https://api.spotify.com/v1/audio-analysis/6kckNpuM5oXZrObLExRg6d,3.967216666666667,4
4erSEnRWE2diyHCfEjzW5Z,I Want You (feat. braev),I Want You (feat. braev),"Yotto, braev",False,57,0.404,0.674,8,-9.056,1,0.0469,0.0128,0.155,0.0832,0.0364,123.948,audio_features,spotify:track:4erSEnRWE2diyHCfEjzW5Z,https://api.spotify.com/v1/tracks/4erSEnRWE2diyHCfEjzW5Z,https://api.spotify.com/v1/audio-analysis/4erSEnRWE2diyHCfEjzW5Z,4.3049333333333335,4
5J54xW5p85niQOxeq7GiD5,Silence,Silence,Kidnap,False,55,0.59,0.792,0,-8.376,0,0.0461,0.0492,0.867,0.127,0.05,121.033,audio_features,spotify:track:5J54xW5p85niQOxeq7GiD5,https://api.spotify.com/v1/tracks/5J54xW5p85niQOxeq7GiD5,https://api.spotify.com/v1/audio-analysis/5J54xW5p85niQOxeq7GiD5,4.098016666666667,4
5HGxLtYxTriF7mMiriSpaz,Bloom,You Were Right,RÜFÜS DU SOL,False,68,0.708,0.793,5,-5.426,0,0.0342,0.0136,0.00221,0.118,0.734,122.006,audio_features,spotify:track:5HGxLtYxTriF7mMiriSpaz,https://api.spotify.com/v1/tracks/5HGxLtYxTriF7mMiriSpaz,https://api.spotify.com/v1/audio-analysis/5HGxLtYxTriF7mMiriSpaz,3.9903,4
2bidvM5hM1LGiEDkgp0EUz,Next to Me (Remixes),Next to Me - Vintage Culture Remix,"RÜFÜS DU SOL, Vintage Culture",False,64,0.548,0.846,4,-7.534,0,0.0295,0.000324,0.0284,0.242,0.109,123.001,audio_features,spotify:track:2bidvM5hM1LGiEDkgp0EUz,https://api.spotify.com/v1/tracks/2bidvM5hM1LGiEDkgp0EUz,https://api.spotify.com/v1/audio-analysis/2bidvM5hM1LGiEDkgp0EUz,6.373983333333333,4
6gsP00KX8DmEGlukpVTOQy,Don't Let It Go,Don't Let It Go,Rooftime,False,67,0.714,0.58,0,-6.615,1,0.0306,0.1,0.00434,0.152,0.587,114.973,audio_features,spotify:track:6gsP00KX8DmEGlukpVTOQy,https://api.spotify.com/v1/tracks/6gsP00KX8DmEGlukpVTOQy,https://api.spotify.com/v1/audio-analysis/6gsP00KX8DmEGlukpVTOQy,3.0608666666666666,4
